category,product,star,comments
adapter-sac,adapter-sac-2-cong-type-c-pd-qc30-20w-xmobile-tc20qp-trang,5,rất tốt
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,huhhh
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,ok lắm 
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,4,mới mua nên chưa biết hiện tại thì thấy ok
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,4,nhìn cưng cáp
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,sản phẩm nhìn đẹp
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,4,sạc ổn định
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,sử dụng ok
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,ok
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,4,sản phẩm xạc nhanh pin vào ok
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,ok
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,chất lượng sản phẩm tốt dịch vụ chu đáo
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,ok đó
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,hàng dùng ngon tắt máy vẫn sạc ầm ầm ko như hàng đểu
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,sp ok
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,rất tốt nhân viên nhiệt tình
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,sản phẩm dùng ok
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,ọke
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,4,sản phẩm tốt sạc nhanh 
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,4,ok
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,4,sản phẩm sử dụng ok
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,rất ok
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,ok
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,cảm ơn điện máy xanh phục vụ rất tốt
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,4,xài bình thường nhìn hơi xấu nhưng lắp vào khít giá cũng bình thường nhân viên nhiệt tình sthi sạch đẹp bảo vệ nhiệt tình 
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,good 
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,nhân viên vui vẻ
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,tốt
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,4,sp ok so vs tầm giá
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,4,good
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,ok 
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,rất tốt
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,4, 
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,tốt
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,ok quá ngon
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,tốt
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,1,chưa có hàng mà đổi
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,sac nhanh 
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,rất tốt
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,okay
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,sạc rất nhanh mn nên mua
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,30 năm vẫn chạy tốt
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,tốt
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,tuyệt
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,4,sài được
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,5,hàng xài tốt
adapter-sac,sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,4, 
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,ok
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,ok
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,3,mỗi lần sạc là 2h30 phút mới đầy pin cv cần dùng mà phải chờ đợi rất mất thời gian 
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,4,sp tốt
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,dây sạc nhanh nv tư vấn nhiệt tình sẽ giới thiệu người thân ủng hộ 
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,rất hài long
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,4,ok
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,ok
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,dây sạc tốt sạc rất ok
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,4,cảm ơn shop sản phẩm sử dụng tốt
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,tốt
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,sản phẩm tốt nv tu van ho trợ nhiệt tình
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,4,very good 
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,tuyệt vời
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,4,ok
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,4,tốt
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,3,mình thấy không có hỗ trợ sạc nhanh được
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,4,ok
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,4,ok
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,sài khá ok chất lượng của nhựa khá tốt
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,tốt
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,4,hàng đẹp nhân viên chu đáo
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,4,4 sao
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,4,hàng chất lượng
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,xài cũng ổn giá tốt nhân viên tư vấn nhiệt tình vui vẻ
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,dùng tốt
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,tốt
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,ok
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,4,dùng tốt nhé cả nhà
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,rất tốt
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,4,tốt
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,4,sa c nhanh râ t ha i lo ng sản phâ m
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,hàng chất lượng dây sài bền
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,2,sạc chậm rất lâu vô
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,1,hàng bị loi
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,tốt
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,tốt
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,sản phẩm ok
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,tốt
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,4,hàng tốt sac nhanh rat là ok
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,2,sạc lâu vô và hơi cũ còn đóng bụi
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,4,sản phẩm dùng rất ok
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,rất hài lòng về sản phẩm và phong cách phục vụ chuyên nghiệp ân cần sẽ ủng hộ những lần sắp tới
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,cáp sạc rất ok
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,rất tốt sản phẩm ok sạc nhanh
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,ok
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,chị bán hàng rất nhiệt tình và chu đáo nếu cho được 10 sao thì tôi cho 11 sao luôn 
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,ok
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,1,sao sản phẩm hết bảo hành thì cắm sạc ko nhận thế ạ 
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,cáp chắc chắn đẹp sạc nhanh
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,4, 
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,1,mới mua dùng 1 thời gian đang sạc bị xì khói không dùng được nữa
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,sản phẩm dùng tốt
cap-dien-thoai,cap-type-c-1m-xmobile-cn033,5,sạc nhanh
cap-dien-thoai,cap-lightning-20cm-ava-cn034,2,lúc đầu sạc dô xài mấy tháng không dô pin
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,ok
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,ok
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,tốt
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,ko ý kiến
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,tốt
cap-dien-thoai,cap-lightning-20cm-ava-cn034,4,sạc nhanh tốt
cap-dien-thoai,cap-lightning-20cm-ava-cn034,4,tốt
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,ok
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,ok
cap-dien-thoai,cap-lightning-20cm-ava-cn034,4,mới dùng thấy ổn
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,ok
cap-dien-thoai,cap-lightning-20cm-ava-cn034,1,ko đáng mua
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,tốt
cap-dien-thoai,cap-lightning-20cm-ava-cn034,4,tốt
cap-dien-thoai,cap-lightning-20cm-ava-cn034,4,tương đối ok
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,cấp sạc rất nhanh còn độ bền thì trưa biết
cap-dien-thoai,cap-lightning-20cm-ava-cn034,4,sản phẩm ok
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,ijj
cap-dien-thoai,cap-lightning-20cm-ava-cn034,4,dùng ok
cap-dien-thoai,cap-lightning-20cm-ava-cn034,1,tệ
cap-dien-thoai,cap-lightning-20cm-ava-cn034,1,mua về chưa được 1 tuần đã bị hư
cap-dien-thoai,cap-lightning-20cm-ava-cn034,4,tot
cap-dien-thoai,cap-lightning-20cm-ava-cn034,4,ok
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,ok
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,sp rất tốt
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,tốt
cap-dien-thoai,cap-lightning-20cm-ava-cn034,3,được tinh thần phục vụ kéo lai
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,ok
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,cáp sạc tốt
cap-dien-thoai,cap-lightning-20cm-ava-cn034,1,dễ hư dùng tầm 2 tháng là đổi mới
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,hang tốt xài ok
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,đẹp xài ổn
cap-dien-thoai,cap-lightning-20cm-ava-cn034,2,cục sạc dự phòng mấy trăm ngàn mà sạc có lần het pin sac trong khi sạc đầy vào cục sạc 
cap-dien-thoai,cap-lightning-20cm-ava-cn034,4,phụ kiện dùng tốt 
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,rất hài lòng
cap-dien-thoai,cap-lightning-20cm-ava-cn034,4,ok
cap-dien-thoai,cap-lightning-20cm-ava-cn034,3,cũng đc
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,ok
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,dạ
cap-dien-thoai,cap-lightning-20cm-ava-cn034,4,rất tốt
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,tốt
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,thấy ổn so với giá
cap-dien-thoai,cap-lightning-20cm-ava-cn034,3,bình thường
cap-dien-thoai,cap-lightning-20cm-ava-cn034,5,dg
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,gọn đẹp sạc nhanh
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,g
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,quá tốt
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,4,xài ok sẽ ủng hộ
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,ok tầm giá và chất lượng
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,sạc cực nhanh ngang với sạc chính hãng của apple
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,sản phẩm rất tốt
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,ok
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,sạc nhanh tốt s22 sạc 55p là đầy còn độ bền thì sài lâu mới biết
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,nhỏ gọn sạc nhanh quá ok
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,2,sản phẩm tạm ổn
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,rất tốt sạc rất nhanh
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,ok
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,1,đồ secondhand toàn lỗi phải đi đổi đa số toàn sp hư vẫn để đó và k xuất kho lỗi mất công khách chạy tới mình complan với các cửa hàng chung chứ k cụ thể một cửa hàng nào 
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,tuyệt vời
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,4,sản phẩm tốt giao hàng đúng thời hạn
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,mình dùng loại này thấy cũng tốt mà
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,cục sạc ok
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,xạc rất nhanh
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,4,dùng thời gian giờ rất nóng
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,4,sản phẩm nhỏ gọn thời gian sạc ngắn 
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,ok
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,ok
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,4,sản phẩm ổn tốt sạc siêu nhanh
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,sp như mô tả
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,sạc tốt ổn định rất đáng mua 
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,sạc nhanh không nóng máy chất lượng trong tầm giá
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,sử dụng tốt sạc nhanh
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,năm ngoái đã mua 1 sạc rất nhanh nên bây giờ mua thêm 1 lại được gá sale quá tốt 
adapter-sac,adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,5,sử dụng ok sạc nhanh
