category,product,star,comments
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,3,sao công suất của sạc để là 20w mà lại sạc chậm hơi bộ sạc 20w v ạ mong a giải thích ạ
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,1,mua về sạc pin k vào trong khi đã sạc qua đêm đèn báo sạc vẫn nháy mà k lên dc vạch nào mình dùng sạc 5v3a luôn
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,5,rất bền cảm ơn ạ
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,3,tạm ổn
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,5,sạc nhanh nhỏ gọn tiện lợi 
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,5,sản phẩm sử dụng tốt tiện dụng
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,3,sản phẩm chưa hoàn thiện hở keo mặt đích sạc hôi mùi nhựa mùi điện tử về sạc tạm ổn
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,5,sản phẩm tốt sạc cắm dây nhanh
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,1,đang hư chiều 5h em ra trả lại
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,5,tốt
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,5,nhỏ gọn
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,4,tốt trong tầm giá
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,5,pin rất tốt nhé mọi người
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,3,nhỏ gọn đẹp nhưng sạc cho ip12 không thể đầy được sạc nhanh nóng khi nóng có mùi nhựa cảm thấy không an tâm
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,3,pin 5000 sạc cho máy xiaomi 13 pin 4500 được 80 
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,2,sạc được cho iphone se 3 lên pin được 80 rồi không vào nữa cũng không ngắt sạc mà càng làm máy nóng lên quá mức như muốn nổ tung luôn ghê quá bán lại luôn
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,5,sử dụng ok
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,4,sử dụng cũng thấy ok
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,5,ok
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,3,sạc nóng thời gian dùng it
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,3,sạc k đủ đầy viên pin đt 5000
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,4,tiện dụng
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611,3,sạc chậm nóng máy 
sac-dtdd,sac-du-phong-polymer-10000mah-khong-day-magnetic-type-c-pd-20w-xmobile-t156,5,dùng ok sạc hít tốt vs các dòng hỗ trợ magsef
sac-dtdd,sac-du-phong-polymer-10000mah-khong-day-magnetic-type-c-pd-20w-xmobile-t156,1,sạc không dây rất chậm có thể đổi trả sản phẩm hay không
sac-dtdd,sac-du-phong-polymer-10000mah-khong-day-magnetic-type-c-pd-20w-xmobile-t156,5,sử dụng tốt sạc nhanh cầm khá vừa tay
sac-dtdd,sac-du-phong-polymer-10000mah-khong-day-magnetic-type-c-pd-20w-xmobile-t156,2,dùng nóng và nhanh chai pin đt
sac-dtdd,sac-du-phong-polymer-10000mah-khong-day-magnetic-type-c-pd-20w-xmobile-t156,4,sản phẩm sài tốt ạ
sac-dtdd,sac-du-phong-polymer-10000mah-khong-day-magnetic-type-c-pd-20w-xmobile-t156,5,cũng được
sac-dtdd,sac-du-phong-polymer-10000mah-khong-day-magnetic-type-c-pd-20w-xmobile-t156,3,bán cục sạc mà không có dây sạc phải tốn thêm tiền mua dây 80k 
sac-dtdd,sac-du-phong-polymer-10000mah-khong-day-magnetic-type-c-pd-20w-xmobile-t156,5,mình mới mua hồi chiều về sạc pin hơn 5 tiếng rồi mà thấy chỉ lên 4 chấm đèn bóng đèn thứ 5 k thấy sáng này là bị lỗi rồi phải không ạ
sac-dtdd,sac-du-phong-polymer-10000mah-khong-day-magnetic-type-c-pd-20w-xmobile-t156,3,mua đc 1 ngày có đổi trả sang loại khác đc ko
sac-dtdd,sac-du-phong-polymer-10000mah-khong-day-magnetic-type-c-pd-20w-xmobile-t156,4,sử dụng tốt
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,2,sạc cả đêm không đầy pin
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,5,sài rất ok
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,1,sạc được mấy lần nó ko lên sạc nhanh nữa là sao zị
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,1,sạc đầy 100 mình cắm sạc iphone 13 lên 85 thì cục sạc chỉ còn 25 
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,5,tuyệt vời
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,4,sp xài ok chỉ có điều ko có cáp sạc kèm theo nên là phải tìm hoặc mua thêm cáp sạc cho pin nửa 
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,5,ok
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,1,vừa mua ở bình dương để tết về quê sài sạc được mấy lần thì nó không lên sạc nhanh nữa
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,3,anh em mua nên cân nhắc sạc 11prm đc có 2 5 lần thôi từ 0 lên 100 pin nhé 
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,4,sạc nhanh ổn
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,2,sạc pin cho đt từ 17 lên đến 38 đã hao 29 trong sạc dự phòng rồi có đủ 10 000 mah ko ạ
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,4,không có gì chê
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,5,không có gì để chê
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,5,sạc nhanh rất đẹp
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,5,pin rất oke nha mọi người sạc nhanh còn bền hay ko thì để trải nghiệm
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,5,sp tốt
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,4,xài tốt
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,5,tuyệt vời nhé
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,4,ok
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,5,dùng ok
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,4,tốt
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,5,sạc nhanh
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,4,không biết sao mình sd cho ip13 thì 1718 sạc tới 77 thì sdp 100 còn 54 không biết pin của ip13 sạc được mấy lần sdp này nữa
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,1,mới mua chưa đc 2tháng giờ sạc ko vô pin
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,5,good
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,5,sp rất tốt rất chất lượng
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,4,đầu ra usb sạc lúc vô lúc không không liền mạch còn đâu type c sạc ok pin vào nhanh
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,5,mẫu đẹp sạc nhanh mong shop ra nhìu sản phẩm hơn 
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73,5,sử dụng rất tốt okie xạc nhanh mẫu mã đẹp
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-xmobile-s2032-cap-lightning-va-type-c,5,sản phẩm oki có trang bị đuôi sạc kèm theo tiện dụng cho cả dòng iphone và các dòng đt khác 
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-xmobile-s2032-cap-lightning-va-type-c,5,sạc nhanh sản phẩm rất tốt
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-xmobile-s2032-cap-lightning-va-type-c,3,mình mới mua cục sạc này được vài hôm chắc sạc được có 2 lần sạc điện thoại chậm mà còn tụt pin nhanh nữa có thể em đổi cục sạc này lấy cục sạc khác được không vì giá tiền gần cả 1 triệu không hề nhỏ mong shop phản hồi 
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-xmobile-s2032-cap-lightning-va-type-c,3,mẫu mã đẹp giá cả thì hơi cao vì sạc vô đt chậm nếu vừa sạc vừa xem còn chậm hơn
sac-dtdd,pin-sac-du-phong-polymer-20000mah-type-c-pd-qc3-0-20w-xmobile-ds223b,2,sạc 10 tiếng với củ sạc 20w được 2 vạch quá dữ
sac-dtdd,pin-sac-du-phong-polymer-20000mah-type-c-pd-qc3-0-20w-xmobile-ds223b,3,sạc được 2 lần mấy 1112prm là hết pin thời gian sạc lại thì 1516 tiếng trong khi cục cũ của xmobile mình sạc 6 tiếng dùng đc 4 lần sạc đầy cho ip 
sac-dtdd,sac-du-phong-10000mah-typecpd-22-5w-baseus-ppmd10-cap-lightning-va-typec,5,rất hài lòng với sản phẩm nó giúp công việc của tôi được hoàn hảo hơn
sac-dtdd,sac-du-phong-10000mah-typecpd-22-5w-baseus-ppmd10-cap-lightning-va-typec,5,thiết kế đẹp sử dụng lâu
sac-dtdd,sac-du-phong-10000mah-typecpd-22-5w-baseus-ppmd10-cap-lightning-va-typec,5,dùng rất rất tốt 
sac-dtdd,sac-du-phong-10000mah-typecpd-22-5w-baseus-ppmd10-cap-lightning-va-typec,4,sài tốt
sac-dtdd,sac-du-phong-10000mah-typecpd-22-5w-baseus-ppmd10-cap-lightning-va-typec,5,sạc tốt lắm
sac-dtdd,sac-du-phong-10000mah-typecpd-22-5w-baseus-ppmd10-cap-lightning-va-typec,4,xài tốt lắm nhưng xài một thời gian sau thì chưa biết nhé
sac-dtdd,sac-du-phong-10000mah-typecpd-22-5w-baseus-ppmd10-cap-lightning-va-typec,4,màu đẹp gọn
sac-dtdd,sac-du-phong-10000mah-typecpd-22-5w-baseus-ppmd10-cap-lightning-va-typec,4,ok
sac-dtdd,sac-du-phong-10000mah-typecpd-22-5w-baseus-ppmd10-cap-lightning-va-typec,5,sạc dự phòng xài rất tốt màu sắc đẹp gọn
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc-3-0-30w-anker-a1256,4,tốt
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc-3-0-30w-anker-a1256,3,không tốt lắm
sac-dtdd,sac-du-phong-polymer-5000mah-magnetic-type-c-anker-maggo-a1611,1,rất tệ sạc nóng và sạc điện thoại một giờ đồng hồ được 2 
sac-dtdd,sac-du-phong-polymer-5000mah-magnetic-type-c-anker-maggo-a1611,5,ngon
sac-dtdd,sac-du-phong-polymer-5000mah-magnetic-type-c-anker-maggo-a1611,5,sp tốt
sac-dtdd,sac-du-phong-polymer-5000mah-magnetic-type-c-anker-maggo-a1611,5,đẹp dùng tốt
sac-dtdd,sac-du-phong-polymer-5000mah-magnetic-type-c-anker-maggo-a1611,5,ok
sac-dtdd,sac-du-phong-polymer-5000mah-magnetic-type-c-anker-maggo-a1611,1,sac ko dc 1 lan đầy pin qua tệ ko ra gi
sac-dtdd,sac-du-phong-polymer-5000mah-magnetic-type-c-anker-maggo-a1611,3,ổn
sac-dtdd,sac-du-phong-polymer-10000mah-khong-day-magnetic-typecpd-20w-baseus-ppcxz10,5,nói chung tạm mặt bằng chung thì sạc nào mà không vừa sạc vừa sử dụng không nóng tiện cái nữa là sạc tai nghe gọn nhẹ đem theo thôi
sac-dtdd,sac-du-phong-polymer-10000mah-khong-day-magnetic-typecpd-20w-baseus-ppcxz10,3,ổn
sac-dtdd,sac-du-phong-polymer-10000mah-khong-day-magnetic-typecpd-20w-baseus-ppcxz10,1,quá mắt sạt như rùa nóng máy kinh khủng sai lầm khi mua cục này
sac-dtdd,sac-du-phong-polymer-10000mah-khong-day-magnetic-typecpd-20w-baseus-ppcxz10,5,rất tốt
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-typecpd-15w-laut-handy-e33a,5,nhỏ gọn sài tốt
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-typecpd-15w-laut-handy-e33a,4,cảm giac ko trơn nhỏ gọn giá cao quá
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-typecpd-15w-laut-handy-e33a,5,hai long
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-typecpd-15w-laut-handy-e33a,2,pin du phong 5 000 pin ip 4 300 mà sạc chỉ đc 70 là hết pin sạc đầy máy phải sài 2 cục dự phòng 5 000 này mới đủ
sac-dtdd,sac-du-phong-polymer-5000mah-khong-day-magnetic-typecpd-15w-laut-handy-e33a,5,goood
sac-dtdd,pin-sac-du-phong-polymer-10000mah-type-c-pd-qc3-0-22-5w-mazer-super-mini-v2,5,sạc nhanh nhỏ gọn rất đẹp
sac-dtdd,pin-sac-du-phong-polymer-10000mah-type-c-pd-qc3-0-22-5w-mazer-super-mini-v2,5,xài rất tốt pin lâu
sac-dtdd,pin-sac-du-phong-polymer-10000mah-type-c-pd-qc3-0-22-5w-mazer-super-mini-v2,5,tot rất ok
sac-dtdd,pin-sac-du-phong-polymer-10000mah-type-c-pd-qc3-0-22-5w-mazer-super-mini-v2,5,màu đẹp
sac-dtdd,pin-sac-du-phong-polymer-10000mah-type-c-pd-qc3-0-22-5w-mazer-super-mini-v2,2,sạc nhanh đâu ra mà nói là 22 5w quá ảo
sac-dtdd,pin-sac-du-phong-polymer-10000mah-type-c-pd-qc3-0-22-5w-mazer-super-mini-v2,5,good
sac-dtdd,pin-sac-du-phong-polymer-10000mah-type-c-pd-qc3-0-22-5w-mazer-super-mini-v2,4,nhỏ dễ mang theo có sạc 22 5w nên rất nhanh đầy
sac-dtdd,pin-sac-du-phong-polymer-10000mah-type-c-pd-qc3-0-22-5w-mazer-super-mini-v2,4, 
sac-dtdd,pin-sac-du-phong-polymer-10000mah-type-c-pd-qc3-0-22-5w-mazer-super-mini-v2,3,sạc chưa đầy 100 pin sạc dự phòng tự ngắt không biết là do cục sạc có bị vấn đề gì không nhưng phải bấm nút mới sạc tiếp được
sac-dtdd,pin-sac-du-phong-polymer-10000mah-type-c-pd-qc3-0-22-5w-mazer-super-mini-v2,5,sản phẩm tốt nhỏ gọn sạc nhanh nhé 
sac-dtdd,pin-sac-du-phong-polymer-10000mah-type-c-pd-qc3-0-22-5w-mazer-super-mini-v2,4,tốt
sac-dtdd,pin-sac-du-phong-polymer-10000mah-type-c-pd-qc3-0-22-5w-mazer-super-mini-v2,5,nhỏ gọn đẹp
sac-dtdd,pin-sac-du-phong-polymer-10000mah-12w-ava-ds266c,5,xài được về lâu thì chưa biết thế nào
sac-dtdd,pin-sac-du-phong-polymer-10000mah-12w-ava-ds266c,5,giao hàng nhanh hàng như mẫu
sac-dtdd,sac-du-phong-10000mah-magnetic-typecpd-30w-baseus-ppcxm10t-kem-cap-type-c,5,ngọn nhẹ đẹp sạc nhanh
sac-dtdd,sac-du-phong-10000mah-magnetic-typecpd-20w-innostyle-powermag-2in1-is20pd,4,ok
sac-dtdd,sac-du-phong-10000mah-magnetic-typecpd-20w-innostyle-powermag-2in1-is20pd,2,sạc không dây lên được 50 không sạc được nữa nóng quá nhiệt độ thông báo ngừng sạc sử dụng máy thứ này sẽ làm hư luôn cái điện thoại của mình chắc đem ra tgdđ trả lại cho rồi
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-22-5w-xmobile-t121,5,tốt ạ
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-22-5w-xmobile-t121,5,ok
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-22-5w-xmobile-t121,4,xoài tốt
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-22-5w-xmobile-t121,5,mới mua sài cũng ổn
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-22-5w-xmobile-t121,5,tốt
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-22-5w-xmobile-t121,5,chưa sd nhưng thấy khá tốt do anh mình giới thiệu nên hoàn toàn tin tưởng đặc biệt giao hàng siêu nhanh đi học về tốc hành luôn mà vẫn nhận ko kịp 
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-22-5w-xmobile-t121,5,sp êm lắm ạ 
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-22-5w-xmobile-t121,5,nhỏ gọn ngoại hình đẹp
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-22-5w-xmobile-t121,5,tốt
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-22-5w-xmobile-t121,4,xài tốt
sac-dtdd,pin-sac-du-phong-10000mah-type-c-pd-qc3-0-22-5w-xmobile-t121,5,ok
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,5,rất tốt
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,5,rất tốt ạ
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,5,mới mua lúc trưa giá 1170k chiều giảm còn 910k bịp ghê thật
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,5,đẹp gọn dung lượng cao
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,5,tốt mua đi mn
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,5,sp đáp úng đủ nhu cầu thiết yếu
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,4,nút bấm sạc nhanh không lên
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,5,sản phẩm rất tuyệt vời ngoài mong đợi
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,5,các bạn sử dụng từ iphone 14 trở lên lưu ý sạc không được nhé vì nhà sản xuất thiết kế thiếu 1 chân tóc chân đồng ngay đầu cắm nhìn hình thì sẽ thấy còn lại các đt thoại khác rất ok 
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,3,nhìn chung đẹp điểm bất tiện là không có sạc nhanh sạc điện cho sạc dự phòng khá chậm
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,4,tốt
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,5,sản phẩm quá tuyệt đáng đồng tiền bát rice 
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,5,tốt lắm em
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,5,tốt rất hài lòng
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,5,ok
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,5,giá hơi chát nha
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,4,good
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,5,rẻ tốt
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,5,tốt nha mn ơi
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,5,good
sac-dtdd,sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,5,sạc rất nhanh sản phẩm nhẹ không nặng như những sdp cùng phân khúc chỉ có cái là hơi to thôi ngoài ra thì ok
sac-dtdd,sac-du-phong-polymer-6000mah-khong-day-magnetic-typecpd-20w-baseus-ppcxm06,4,ổn
sac-dtdd,sac-du-phong-polymer-6000mah-khong-day-magnetic-typecpd-20w-baseus-ppcxm06,5,ổn
sac-dtdd,sac-du-phong-polymer-6000mah-khong-day-magnetic-typecpd-20w-baseus-ppcxm06,3,nhỏ gọn nhẹ sạc không dây cũng khá nhanhmình dùng 12 phải tháo ốp mới hút mạnh đượckhuyết điểm sạc khá nóng máy 33 lên 45 tuột 1 đèn báo pin không biết dùng lâu dài ổn ko tạm thời đánh giá trung bình cho sản phẩm
sac-dtdd,sac-du-phong-polymer-6000mah-khong-day-magnetic-typecpd-20w-baseus-ppcxm06,5,rất tốt
sac-dtdd,sac-du-phong-polymer-6000mah-khong-day-magnetic-typecpd-20w-baseus-ppcxm06,3,nhanh bám bẩn sạc magsafe chậm chỉ được nhỏ gọn
sac-dtdd,sac-du-phong-10000mah-magnetic-typecpd-20w-innostyle-powermag-2in1-ia20pd,3,mới dùng thì thấy tạm ổn nhưng sạc vô máy hơi chậm để dùng thời gian xem có bền hay ko 
sac-dtdd,sac-du-phong-10000mah-magnetic-typecpd-20w-innostyle-powermag-2in1-ia20pd,5,sạc dự phòng này tốt tôi hài lòng mọi người lên mua
sac-dtdd,sac-du-phong-10000mah-magnetic-typecpd-20w-innostyle-powermag-2in1-ia20pd,5,rốt tốt
sac-dtdd,sac-du-phong-10000mah-magnetic-typecpd-20w-innostyle-powermag-2in1-ia20pd,5,sạc nhỏ gọn hít chắc có sạc ngược lighning rất tiện lợi 
