category,product,star,comments
dtdd,oppo-a58-4g,5,oke đt dùng tốt
dtdd,oppo-a58-4g,4,nhưng mà chưa biết chỗ nào chụp màn hình lại
dtdd,oppo-a58-4g,3,không đóng được tất cả ứng dụng
dtdd,oppo-a58-4g,5,dạ điện thoại dùng rất tốt
dtdd,oppo-a58-4g,5,rật ổn với tầm giá 5 triệu chơi game xem phim đều tốt
dtdd,oppo-a58-4g,5,điện thoại trải nghiệm tốt âm thanh có công nghệ max 200 oppo có công nghệ sạc nhanh dùng pin cả ngày không hết 
dtdd,oppo-a58-4g,4,âm thanh hình ảnh chất lượng rất hài long
dtdd,oppo-a58-4g,5,điện thoại sai ok pin trâu
dtdd,oppo-a58-4g,3,pin 5000mh mk dùng nhanh hết ngày phải xạc 2 lần
dtdd,oppo-a58-4g,3,mới mua pin 5000mh mà ngày phải sạc 2 lần mới đủ dùng cả đêm k dùng pin còn tụt k biết do đâu
dtdd,oppo-a58-4g,3,mới mua pin 5000 mà ngày phải sạc 2 lần pin hao nhanh kinh khủng k dùng để cả đêm pin còn tụt
dtdd,oppo-a58-4g,4,mới mua mà sao thấy máy tụt pin nhanh quá còn lại điều ổn
dtdd,oppo-a58-4g,4,sp tốt
dtdd,oppo-a58-4g,5,mình mua điện thoại ngày 5 9 cần bán lại còn được bao tiền ạ còn gói bh 30 ngày 1 đổi 1
dtdd,oppo-a58-4g,5,dùng rất tốt
dtdd,oppo-a58-4g,3,mới mua hôm qua pin 5000mh mà nhanh hết lắm ko biết máy bị lỗi gì ko chán
dtdd,oppo-a58-4g,5,tốt 
dtdd,oppo-a58-4g,5,mới mua được một tuần trải nghiệm tuyệt vời mọi thứ đều ok
dtdd,oppo-a58-4g,5,dùng tốt màn hình trong và mượt
dtdd,samsung-galaxy-a24-8gb,5,hình thức đẹp nhanh mượtpin khoẻsạc nhanh sp nên mua trong phân khúc 
dtdd,samsung-galaxy-a24-8gb,5,sản phẩm dùng toits
dtdd,samsung-galaxy-a24-8gb,3,hay đơ hao pin khi mở wifi loa rè 
dtdd,samsung-galaxy-a24-8gb,5,oki
dtdd,samsung-galaxy-a24-8gb,4,tốt
dtdd,samsung-galaxy-a24-8gb,3,mới mua dk 2 ngày sd mà bị mất loa 2 lần xong khởi động lại máy ram 8 mà dùng k loat nhanh dk nt thì chậm quá chán
dtdd,samsung-galaxy-a24-8gb,5,máy xài ổn định chưa thấy lổi gì
dtdd,samsung-galaxy-a24-8gb,5,con này ngon phết mỗi tội mua mak hết ốp lưng tại cửa hàng
dtdd,samsung-galaxy-a24-8gb,4,cho e hỏi là a24 này k kết nối bluetooth kép được hả ý e là hai tai nghe cũng lúc ấy ạ e cảm ơn
dtdd,samsung-galaxy-a24-8gb,4,mua 7 11 23 đến nay có vài nhận xét sau mất 500k so với hiện tại mẫu mã đẹp pin xài ok giữ pin sạc khá nhanh với 25w màn hình amoled sống động sắc nét 90hz nhanh nhạy đẹp độ sáng cao 1000nit nắng cỡ nào cũng thấy chíp g99 thì ổn định tầm giá fb tt ytb sóng mạnh cả 2 wifi bắt khá tốt cảm biến vân tay nhạy chụp quay fim thì cũng ok đẹp mọi người nên mua
dtdd,samsung-galaxy-a24-8gb,3,pin yếu quá
dtdd,samsung-galaxy-a24-8gb,5,máy đẹp dùng mướt như de su dung xem 1 thoi gian
dtdd,samsung-galaxy-a24-8gb,5,ok
dtdd,samsung-galaxy-a24-8gb,1,mua ngày 02 09 2023 thái độ của nhân viên tại siêu thị số 954 ấp cầu xáng xã tân bình huyện phụng hiệp tỉnh hậu giang rất tệ vào siêu thị chỉ chăm chăm tư vấn điện thoại vivo oppo khi mình chọn mua điện thoại samsung thì thái độ bực bội như muốn đuổi khách khi bộ phận kỹ thuật sang danh bạ qua điện thoại mới thì nhân viên tư vấn bảo dừng lại để hỗ trợ khách đến sau thất vọng với cách phục vụ của thế giới di động sau này sẽ không mua hàng ở thế giới di động nữa nếu có mục đánh giá âm 100 sao tôi sẽ đánh giá âm 100 sao 
dtdd,samsung-galaxy-a24-8gb,1,kết nối cuộc gọi zalo mess chậm yếu đổi máy khác rồi cũng vậy chán
dtdd,samsung-galaxy-a24-8gb,3,tệ
dtdd,samsung-galaxy-a24-8gb,5,ok
dtdd,samsung-galaxy-a24-8gb,3,mình mới mua được 3 ngày mà ko tìm thầy đồng hô ở đâu ad cho mình hỏi vào đâu để tìm với vị mình còn phải đạt báo thức 
dtdd,samsung-galaxy-a24-8gb,4,tốt lắm ạ
dtdd,samsung-galaxy-a24-8gb,5,ngon
dtdd,samsung-galaxy-a24-8gb,1,mới mua chua duoc 1thang loa dã rè
dtdd,samsung-galaxy-a24-8gb,3,máy tốt nhưng camera zoom 10x hơi mờ loa hơi nhỏ
dtdd,samsung-galaxy-a24-8gb,4,ok
dtdd,samsung-galaxy-a24-8gb,3,may k có chống nước và bụi biết thế mua con s23 cho rồi
dtdd,samsung-galaxy-a24-8gb,1,đang trải nghiệm kl sóng yếu chập chờn cả wifi 4g đôi khi mất luôn cãm ứng đơ khung sườn viền kính dễ trầy xước được mỗi cục pin nói chung thua cây j7pro quá thất vọng cho giòng a
dtdd,samsung-galaxy-a24-8gb,3,ảnh chụp bị lỗi không hiển thị được công việc rất cần ảnh nhưng nhiều lúc chụp rồi mở lại bị lỗi rất khó chịu mong sớm được hỗ trợ
dtdd,samsung-galaxy-a24-8gb,5,dùng máy tốt nhé
dtdd,samsung-galaxy-a24-8gb,1,mơi mua dùng được mấy hôm sóng quá yếu và kg ổn định
dtdd,samsung-galaxy-a24-8gb,5,tốt
dtdd,samsung-galaxy-a24-8gb,3,cảm ứng k nhạy
dtdd,samsung-galaxy-a24-8gb,5,sản phẩm tốt nhân viên tư vấn nhiệt tình
dtdd,samsung-galaxy-a24-8gb,5,điện thoại sử dụng tốt
dtdd,samsung-galaxy-a24-8gb,2,sóng điện thoại rất kém sim viettel sử dụng ở thành phố mà còn chập chờn lúc có lúc không mang ra cửa hàng 93c phan đình phùng pleiku nhân viên kiểm tra qua loa cho xong giải quyết k thoả đáng mn nên cân nhắc trước khi sd model này 
dtdd,samsung-galaxy-a24-8gb,5,ok
dtdd,samsung-galaxy-a24-8gb,1,máy hay bị giạt lát loạn cảm ứng mà triệu chứng này lâu lâu mới bị mang đi bảo hành ngồi chờ kiểm tra tiếng rưỡi chưa xong
dtdd,samsung-galaxy-a24-8gb,5,hàng rất tuyệt
dtdd,samsung-galaxy-a24-8gb,2,điện thoại sài mau hết pin để không sử dụng cũng hết để qua đêm hết 6 7 pin để 5000 mà trong đó 4860
dtdd,samsung-galaxy-a24-8gb,3,dt bắt sóng 4g quá chậm gọi video zalo đứng hình báo mạng yếu liên tục đã đổi cái thứ 2 vẫn vậy còn lại thì ok
dtdd,samsung-galaxy-a24-8gb,4,máy đẹp pin trâu chơi game thì phải mở ốp lưng ra mới ổn chơi liên quân cảm giác wifi yếu wifi màu cam còn lại rất ok nhân viên vui vẽ nhiệt tình thank các bạn nha
dtdd,samsung-galaxy-a24-8gb,5,tuyệt vời
dtdd,samsung-galaxy-a24-8gb,5,mua hàng lướt còn 11 tháng bảo hành máy hơi trầy xước 1 tí nhưng giá hợp lý hơn nhiều so với mua mới máy pin trâu màn hình đẹp chụp hình ảo tung chảo zoom camera kém bị noise càm ứng hơi nặng tí pin sạc khoảng 1g30p đầy nói chung là ok trong tầm giá phù hợp làm máy phụ
dtdd,samsung-galaxy-a24-8gb,5,ma y sa i râ t tô t
dtdd,samsung-galaxy-a24-8gb,2,camara siêu mờ zom 3 mét mà k thấy gì cả hơi bức xúc đi hc chẳng chụp dk chữ trên bảng bàn phím viết nhanh thì dính chữ mới sử dụng chỉ thấy vậy
dtdd,samsung-galaxy-a24-8gb,5,tốt nhân viên nhiệt tình
dtdd,samsung-galaxy-a24-8gb,5,điện thoại rất tốt trong tầm giá
dtdd,samsung-galaxy-a24-8gb,5,máy đẹp cảm ứng nhạy và chạy khá nhanh có cả alway on display
dtdd,samsung-galaxy-a24-8gb,3,mua đc mấy ngày tôi nhận thấy đt khi sạc rất nóng và chậm loa nhỏ màng hình cảm ứng tệ cầm bị cắn tay theo cạnh mọi thứ còn lại bình thường 
dtdd,samsung-galaxy-a24-8gb,3,máy mới mua hôm qua mà màn hình cảm ứng tệ quá lướt nặng mà k nhạy chút nào
dtdd,samsung-galaxy-a24-8gb,5,rất tốt
dtdd,samsung-galaxy-a24-8gb,5,xai rat tot
dtdd,samsung-galaxy-a24-8gb,4,cam ưng chưa đươc nhai lăm
dtdd,samsung-galaxy-a24-8gb,1,xem tren dt báo 1 giá nhan vien báo 550k chiu
dtdd,samsung-galaxy-a24-8gb,4,vì sao tôi mua tại cửa hàng thì không được tặng những khuyến mãi này
dtdd,samsung-galaxy-a24-8gb,5,sản phẩm và sự phục vụ k h rất tốt
dtdd,samsung-galaxy-a24-8gb,4,dùng ok tam gia vua tui tien nguoi dung
dtdd,samsung-galaxy-a24-8gb,3,con máy này rất là tốt nhưng có cái tội nhỏ âm thanh quá 
dtdd,samsung-galaxy-a24-8gb,5,rất ok
dtdd,samsung-galaxy-a24-8gb,5,phục vụ tốt
dtdd,samsung-galaxy-a24-8gb,4,ok
dtdd,samsung-galaxy-a24-8gb,1,mình chia sẻ wifi mà tìm mãi không biết vào chỗ nào để biết được mật khẩu của đt mình nó nằm ở đâu
dtdd,samsung-galaxy-a24-8gb,5,sản phẩm nầy rất tốt
dtdd,samsung-galaxy-a24-8gb,5,vjvjvi
dtdd,samsung-galaxy-a14-5g,3,máy tốt tuy nhiên khi xài lâu hoặc để qua đêm hay khởi động lại máy thì máy rất nóng camera chụp chậm hơn khi xài lâu
dtdd,samsung-galaxy-a14-5g,5,bắn pubg rất ngon màn hình đẹp pin trâu mà sạc chậm nên hài lòng 9 10 nhân viên phục vụ tốt 
dtdd,samsung-galaxy-a14-5g,5,sử dụng thấy tốt 
dtdd,samsung-galaxy-a14-5g,4,cho hỏi làm thế nào để khi bấm phím viết chữ hay nút home quay lại không phát ra tiếng phím
dtdd,samsung-galaxy-a14-5g,4,mình mua đc gần 2 tháng giờ mình muốn trả lại máy samsung a14 để dùng ip mình mang ra cửa hàng mất 30 thôi đúng ko a
dtdd,samsung-galaxy-a14-5g,1,giá gần 4 000 000vnd mà nhận rồi kiểm tra lại khi đang sử dụng là máy đã qua sử dụng 
dtdd,samsung-galaxy-a14-5g,3,âm thanh không tự điều chỉnh được lúc to lúc nhỏ gọi điện hoặc call video nhiều khi người ta nghe không được
dtdd,samsung-galaxy-a14-5g,5,nên mua
dtdd,samsung-galaxy-a14-5g,3,thi thoảng ứng dụng facebook hay đơ ko tắt đc pin hao nhanh hay ko có mang dù 4g vẫn báo có sóng
dtdd,samsung-galaxy-a14-5g,4,samsung a14 5g sản phẩm sài khá tôt mua 1 năm rồi sài vẫn ổn hay mua hàng bên thegioididong vì ở đay có chế độ bảo hành rất tốt nhân viên nhiệt tình khi tư vấn sản phẩm tư vấn sản phẩm nào đó khong mua vẫn vui vẻ cửa hàng chào đón khách nhiệt tình lể phép mình dám chất không đau bán hàng vui vẻ bằng thegioididong gần đay nhất có mua một con loa kéo điện suyang x138 sài vẫn tốt tuy mua hàng trưng bày những sài rất tốt và sài nay được 5 tháng vẫn ổn chưa thấy vẫn đề gì loa nghe nhạc hay và karaoke tuyệt đỉnh riêng con loa kéo được 5 sao 
dtdd,samsung-galaxy-a14-5g,4,tốt
dtdd,samsung-galaxy-a14-5g,5,máy sài mượt
dtdd,samsung-galaxy-a14-5g,3,toi khong thich bieu tuong tinh nhan no lam nhoe mat
dtdd,samsung-galaxy-a14-5g,5,hang ok
dtdd,samsung-galaxy-a14-5g,5,điện thoại dùng rất tốt nhưng có 1 lỗi mà samsung a14 5g không có chức năng chiếu màng hình điện thoại lên tivi 
dtdd,samsung-galaxy-a14-5g,5,tốt trong tầm giá
dtdd,samsung-galaxy-a14-5g,5,sai rat ngoan
dtdd,samsung-galaxy-a14-5g,5,tuyệt vời em ơi
dtdd,samsung-galaxy-a14-5g,4,tot
dtdd,samsung-galaxy-a14-5g,4,pin mau tuột xài liên tục 6 tiếng sẽ hết nếu ít xài thì sẽ rất lâu sạc pin vô rất nhanh màn hình ánh sáng quá chói chụp ảnh thì tạm được màn hình kính thường nên không được đẹp bấm thì chạy nhanh nhưng có lúc cũng hơi lắc nhẹ đặc biệt là âm thanh nghe không được hay miro ghi âm cũng không được tốt chỉ có âm thanh là không được như ý thôi nghe không được tốt thôi còn những cái khác chấp nhận được
dtdd,samsung-galaxy-a14-5g,3,sạc pin không có sạc nhanh cắm cả buổi chiều được 75 
dtdd,samsung-galaxy-a14-5g,4,âm lượng khi phát video tăng giảm bất thường trường hợp này mình làm sao ạ
dtdd,samsung-galaxy-a14-5g,5,màu sắc thiết kế khá đẹp các sp samsung giờ mẫu mã đa dạng giá rẻ mà sở hữu chiếc đt quá xinh mua cho mẹ chụp hình đăng fb thôi mới xài nên tạm ổn chưa thấy lỗi gì
dtdd,samsung-galaxy-a14-5g,5,dùng rất ok chụp hình thì cảnh vật rất đẹp còn chụp người tạm được chơi game mượt
dtdd,samsung-galaxy-a14-5g,5,rất oktgdđ hỗ trợ tốt
dtdd,samsung-galaxy-a14-5g,3,mọi thứ đều ổn chỉ có âm thanh là auto lớn nhỏ
dtdd,samsung-galaxy-a14-5g,4,theo mình đang sử dụng thì may lướt wep khá mượt chụp ảnh thì rõ nét phóng to ko bị lòa chữ đây là cá nhân mình đánh giá ở thời điểm hiện tại đang sử dụng nha
dtdd,samsung-galaxy-a14-5g,5,rất ok
dtdd,samsung-galaxy-a14-5g,5,cho 5 sao
dtdd,samsung-galaxy-a14-5g,5,tot
dtdd,samsung-galaxy-a14-5g,4,cũng ổn
dtdd,samsung-galaxy-a14-5g,4,ok tốt
dtdd,samsung-galaxy-a14-5g,4,chạy mượt mà sắc nét
dtdd,samsung-galaxy-a14-5g,4,ok
dtdd,samsung-galaxy-a14-5g,4,ko có gì để chê nhưng phải trải nghiệm một thời gian tuy máy hiện nay chạy rất mượt mà ko còn thắc mắc gì
dtdd,samsung-galaxy-a14-5g,5,tốt
dtdd,samsung-galaxy-a14-5g,5,máy chạy mượt tất cả các chức năng ổn
dtdd,samsung-galaxy-a14-5g,4,tốt
dtdd,samsung-galaxy-a14-5g,3,mua ko có kèm củ sạc 
dtdd,samsung-galaxy-a14-5g,3,mua đợt này không tặng quà hơi buồn
dtdd,samsung-galaxy-a14-5g,5,hàng tôtd
dtdd,samsung-galaxy-a14-5g,5,nhiệt tình
dtdd,samsung-galaxy-a14-5g,4,tốt
dtdd,samsung-galaxy-a14-5g,5,n v pbuc vụ rất tốt rất nhiệt tình mình rất hài lòng
dtdd,samsung-galaxy-a14-5g,5,thiết kế đẹp hỗ trợ khách hàng quá ok
dtdd,samsung-galaxy-a14-5g,5,ok
dtdd,samsung-galaxy-a14-5g,5,mẫu mã đẹp pin xài lâu
dtdd,samsung-galaxy-a14-5g,3,mình đọc comen vội nên đã mua chứ dùng dc 3 ngày mà pin kém quá
dtdd,samsung-galaxy-a14-5g,5,ok
dtdd,samsung-galaxy-a14-5g,4,chụp màn hình khó vì phím cách nhau hơi xa đánh giá 4 sao 
dtdd,samsung-galaxy-a14-5g,2,pin 5000 sạc rất chậm xài nhanh hết khắc phục nhé
dtdd,samsung-galaxy-a14-5g,2,vỏ dày gần 1cm mới sài mà phim nhấn lag nhẹ k nhạy k sài j để k zj mà tụt pin nhanh sáng đến chiều những 10 mà mình k sài j để k cả k nhận đt hay tn j luôn như zj là bình thường hay có vấn đề zj mn còn camera nâng cấp như zj mà ngoài chụp đêm ok ra thì mình thay mua mí con ss s7 s8 ngày xưa mình sài luôn nhân viên tgdd thì rat nhiệt tình và chu đáo
dtdd,samsung-galaxy-a14-5g,5,ok
dtdd,samsung-galaxy-a14-5g,5,máy tốt nên mua
dtdd,samsung-galaxy-a14-5g,1,sản phẩm lỗi kết nối tai nghe
dtdd,samsung-galaxy-a14-5g,4,mình sd thấy giá phù hợp máy chạy mượt màu sắc màng hình đẹp mình thích lắm
dtdd,samsung-galaxy-a14-5g,5,hài lòng
dtdd,samsung-galaxy-a14-5g,4,ok
dtdd,samsung-galaxy-a14-5g,5,sản phẩm tốt
